"id","time","X1","X2"
"id_001","t0",-1.53630372719518,0.465227070178967
"id_001","t1",0.755590948525195,-0.219337649360568
"id_001","t2",0.780398530648607,-0.117614705318424
"id_002","t0",-0.734637591346856,0.169253722435281
"id_002","t1",0.0123834256594082,-0.518607075501292
"id_002","t2",-1.29574366216724,-0.459306685318819
"id_003","t0",0.781824773086791,-1.2036483225179
"id_003","t1",0.00392413877464981,0.631537704198937
"id_003","t2",-0.687109874318097,-1.6977727411025
"id_004","t0",1.6609316415881,-1.09475142809717
"id_004","t1",0.00966857874136346,0.876376716781583
"id_004","t2",0.418232243991397,-0.366129414754548
"id_005","t0",-1.25543857913451,1.52624671734745
"id_005","t1",0.389864406272841,-0.689630468580105
"id_005","t2",0.0216390466261809,1.36357602506387
"id_006","t0",0.0701478151000054,-0.377361410478376
"id_006","t1",-1.92433437697342,-0.032211723105259
"id_006","t2",1.38747656061182,-0.0796794094478786
"id_007","t0",0.602766689927578,0.695311925380461
"id_007","t1",0.057198441101588,1.13985710023566
"id_007","t2",1.46047861109832,0.410242007810004
"id_008","t0",-0.542399259617989,1.42745269341155
"id_008","t1",-0.0528993775359773,3.06220295786246
"id_008","t2",0.600918146216896,-0.353370344826257
"id_009","t0",0.577086273916783,0.669054784825819
"id_009","t1",0.632252543511828,-1.88199637166109
"id_009","t2",-0.167331989424802,1.48845574895045
"id_010","t0",0.755144412045199,-0.756791244934082
"id_010","t1",1.26546570343723,-0.408875387149294
"id_010","t2",-0.716844166874163,-0.319886506759011
"id_011","t0",2.04592211531045,-0.692392724195434
"id_011","t1",-0.0579430909438928,0.444561191141446
"id_011","t2",-0.139692986763241,0.0136061825681776
"id_012","t0",1.01746861942142,0.550235598761672
"id_012","t1",0.10056656766257,0.830079969722191
"id_012","t2",0.565810051021649,-0.14235316608041
"id_013","t0",0.152287405858891,0.771258128247218
"id_013","t1",0.927346806672039,-2.04841206246329
"id_013","t2",0.474677686891993,2.61705139076754
