"id","time","X1","X2"
"id_001","t0",-0.0968371558875262,0.994155016851675
"id_002","t0",-0.670096447375744,1.93415147504393
"id_003","t0",1.05438483576086,-1.06678550761197
"id_004","t0",-1.9460730033461,-0.877824931402632
"id_005","t0",0.770551729087153,0.580227380913961
"id_006","t0",0.742558623561437,-0.3730301988795
"id_007","t0",-1.7696313186842,1.61454749526499
"id_008","t0",-0.230631569256202,-0.243561185946375
"id_009","t0",-0.206297691502262,0.836857437459438
"id_010","t0",0.143976873801491,0.378541512692834
"id_011","t0",0.110063071621972,1.03871064245859
"id_012","t0",0.617961437812997,1.01524754361849
"id_013","t0",1.79648442165647,-0.0770836196708104
"id_014","t0",-0.354947224875874,0.171789556798438
"id_015","t0",-0.148193822946127,-0.297062788230671
"id_016","t0",0.111330931050152,-0.423656115706737
"id_017","t0",1.43838668068234,-2.62830593287617
"id_018","t0",0.279042446977229,2.80335455783982
"id_019","t0",0.356196079236166,-0.26133558815712
"id_020","t0",-0.0942363194985473,-0.239884091074155
"id_021","t0",-0.441337579730124,1.04867321967198
"id_022","t0",1.76249346459456,1.19303297345023
"id_023","t0",1.53107486470612,0.905815982887565
"id_024","t0",-0.112033790494577,-0.99420710006449
"id_025","t0",-0.370756605461534,-0.434284276699507
"id_026","t0",-1.17726672310239,-0.820584829459674
"id_027","t0",-1.31045409390463,0.538112131433908
"id_028","t0",-0.709630230424427,-0.559700452230329
"id_029","t0",1.67909214477239,0.181912176566729
"id_030","t0",0.694942592934919,0.216221575814411
"id_031","t0",-1.01505217780559,0.100949908075771
"id_032","t0",0.126337007988551,-0.435127203818697
"id_033","t0",-1.44197214654774,0.307160932536715
"id_034","t0",0.843325438359183,0.415991380234889
"id_035","t0",-0.592788166940807,0.814815473317518
"id_036","t0",1.0064658071397,1.92891880727572
"id_037","t0",-1.73266848235409,2.60160935909023
"id_038","t0",1.29087493703859,0.640043652165942
"id_039","t0",-1.38961679439605,0.0695106429143259
"id_040","t0",0.521516900259633,1.06369991285938
"id_041","t0",-0.316260819791503,0.00226324734406318
"id_042","t0",-1.38845030690401,0.800539171616854
"id_043","t0",0.0333106636445562,0.637437676211087
"id_044","t0",-0.750944760624186,0.916782720090181
"id_045","t0",0.640106777082028,-1.77400791952337
"id_046","t0",0.175164978901751,1.61271860473886
"id_047","t0",0.437653552133958,0.834854033757552
"id_048","t0",0.342486314973774,-0.227088775740793
"id_049","t0",1.45093654242891,2.47469516487547
"id_050","t0",0.145675074472171,0.753620308884847
