"id","time","X1","X2"
"id_001","t0",-0.880618114606861,-0.877238783128449
"id_002","t0",0.68104164821804,1.66357557834027
"id_003","t0",0.226578705399736,-0.168729281982418
"id_004","t0",-0.51790630460588,-0.273287659598247
"id_005","t0",-0.398086402334813,-2.05912891517048
"id_006","t0",-1.28023341147608,-1.41483140864603
"id_007","t0",-2.44433995354186,-1.37411014537225
"id_008","t0",-1.49050661169586,-0.23354299822241
"id_009","t0",-1.23923845262197,0.032014682312405
"id_010","t0",0.0739044596033983,1.13829555828541
"id_011","t0",-1.36195987318091,0.143106249533435
"id_012","t0",-0.265976532093035,-2.04462488037621
"id_013","t0",-0.474749588042867,2.18863679624851
"id_014","t0",-1.10603466973632,1.2543672332549
"id_015","t0",-1.09130790129382,-1.29572878359659
"id_016","t0",0.619548035301225,0.195699683559922
"id_017","t0",0.999914768902761,0.806621732734872
"id_018","t0",1.42824110072679,1.26347354788676
"id_019","t0",-0.0610215545506941,-1.19308190773482
"id_020","t0",-0.598205912308976,0.809321217146147
"id_021","t0",-1.14590046199402,2.21474196084173
"id_022","t0",0.211506061056114,-1.36444000465329
"id_023","t0",0.296669861040104,0.567593885377671
"id_024","t0",-1.04718256902623,-0.975901847517739
"id_025","t0",0.51885427146905,-0.590136867716042
"id_026","t0",1.28581326715503,0.634394012672451
"id_027","t0",0.187890507218024,1.18637162902865
"id_028","t0",0.318580653657209,-0.630084189679989
"id_029","t0",0.286655091711445,-0.957824860111357
"id_030","t0",1.96157070090066,0.592480508796833
"id_031","t0",0.528899671327717,-0.173761970611769
"id_032","t0",1.3813159755006,0.158054549648669
"id_033","t0",-2.00822341504707,1.37827741036711
"id_034","t0",-0.0270932438826806,-0.305258730781677
"id_035","t0",1.01072549086452,-0.381480755819416
"id_036","t0",-2.28651904899043,0.392543029137224
"id_037","t0",1.28509345750916,-0.155783223775502
"id_038","t0",-1.29222354098371,-0.540432063289428
"id_039","t0",0.423154572320084,0.179330043046603
"id_040","t0",2.18557742788964,0.50428689660673
"id_041","t0",1.18913015586473,0.00572114606300776
"id_042","t0",0.108370326172162,1.29494537050304
"id_043","t0",0.184164382193041,0.875771716306104
"id_044","t0",-0.426342701660925,-0.427792582737122
"id_045","t0",1.67618973620547,-1.69021910812056
"id_046","t0",0.0669908925312505,0.114638430385302
"id_047","t0",-1.21795281318493,-1.31117749809768
"id_048","t0",-0.353839955643733,0.0795578408648123
"id_049","t0",-0.676145427733823,-1.20526337109089
"id_050","t0",0.00253888254184456,-0.0556445755170358
